PALABRA,CATEGORÍA,TIPO,GENERO,NÚMERO
psicólogos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
psiquiatra,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
psiquiatras,SUSTANTIVO,COMÚN,COMÚN,PLURAL
psiquiatría,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
psiquiatrías,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
publicación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
publicaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
publicidad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
publicidad_comercial,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
publicidades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
público,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
públicos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
pudor,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
pudores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
pueblo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
pueblos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
puente,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
puentes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
puerta,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
puertas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
puerto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
puertos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
puesta_en_servicio,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
puesto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
puestos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
pulgada,SUSTANTIVO,COMÚN,,
pulgada,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
pulgada_agua,SUSTANTIVO,COMÚN,,
pulgada_cuadrado,SUSTANTIVO,COMÚN,,
pulgada_cúbico,SUSTANTIVO,COMÚN,,
pulgada_de_agua,SUSTANTIVO,COMÚN,,
pulgada_de_hg,SUSTANTIVO,COMÚN,,
pulgada_hg,SUSTANTIVO,COMÚN,,
pulgada_por_segundo_al_cuadrado,SUSTANTIVO,COMÚN,,
pulgada_por_segundo_cuadrado,SUSTANTIVO,COMÚN,,
pulgada_por_segundo_por_segundo,SUSTANTIVO,COMÚN,,
pulgada_por_segundo_segundo,SUSTANTIVO,COMÚN,,
pulgada_segundo_por_segundo,SUSTANTIVO,COMÚN,,
pulgada_segundo_segundo,SUSTANTIVO,COMÚN,,
pulgadas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
pulmón,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
pulmones,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
pulsión,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
pulsiones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
pulso,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
pulsos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
punta,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
puntas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
punto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
punto_crítico,SUSTANTIVO,COMÚN,,
punto_de_cruz,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
punto_de_equilibrio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
punto_de_partida,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
punto_de_referencia,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
punto_focal,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
puntos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
puntuación_media,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
puñado,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
puñados,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
puño,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
puños,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
pupila,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
pupilas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
q,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
quebrado,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
quebrados,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
quehacer,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
quehaceres,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
queja,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
quejas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
querencia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
querencias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
queso,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
queso_fresco,SUSTANTIVO,COMÚN,,
quesos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
quijote,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
quijotes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
química_ambiental,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
química_general,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
química_industrial,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
quíntupla,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
quíntuplas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
quíntuple,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
quíntuples,SUSTANTIVO,COMÚN,COMÚN,PLURAL
quíntuplo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
quíntuplos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
rabia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
rabias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
rabo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rabos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ración,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
racionalización,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
racionalizaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
raciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
radar,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
radares,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
radiación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
radiación_solar,SUSTANTIVO,COMÚN,,
radiación_ultravioleta,SUSTANTIVO,COMÚN,,
radiaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
radión,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
radión_por_segundo,SUSTANTIVO,COMÚN,,
radianes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
radical,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
radicales,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
radio,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
radio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
radios,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
radios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
raíces,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
raíz,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
rama,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ramas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
rambla,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ramblas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
ramiro,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ramiros,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
ramo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ramo_de_flores,SUSTANTIVO,COMÚN,,
ramos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
rapideces,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
rapidez,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
rasgo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rasgos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
rastro,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rastros,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
rata,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
ratas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
rato,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
ratos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
raya,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
rayas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
rayo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rayos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
rayos_x,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
raza,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
razas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
razón,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
razonamiento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
razonamientos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
razones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
reacción,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
reacción_química,SUSTANTIVO,COMÚN,,
reacciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
real_decreto_ley,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
realidad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
realidades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
realismo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
realismos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
realización,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
realizaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
rebaño,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rebaños,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
rebelde,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
rebeldes,SUSTANTIVO,COMÚN,COMÚN,PLURAL
rebote,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rebotes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
rebufo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rebufos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
recado,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
recados,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
recámara,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
recámaras,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
recaudación_de_impuestos,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
recelo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
recelos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
recepción,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
recepciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
receptor,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
receptores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
recesión,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
recesiones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
rechazo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rechazos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
recibidor,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
recibidores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
recibo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
recibos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
recinto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
recintos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
reciprocidad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
reciprocidades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
reconocimiento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
reconocimiento_de_voz,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
reconocimientos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
reconquista,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
reconquistas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
reconstrucción,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
reconstrucciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
recorrido,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
recorridos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
recorte,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
recortes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
rectángulo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rectángulos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
recubrimiento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
recubrimientos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
recuerdo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
recuerdos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
recuperación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
recuperaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
recurso,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
recurso_administrativo,SUSTANTIVO,COMÚN,,
recursos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
recursos_hídricos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
recursos_públicos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
red,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
red_de_datos,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
red_de_relaciones,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
red_ethernet,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
red_informática,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
red_privada,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
red_pública,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
red_telefónica,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
redacción,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
redacciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
redención,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
redenciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
redes,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
redondel,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
redondeles,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
reducción,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
reducción_de_jornada,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
reducción_de_la_jornada,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
reducciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
reeducación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
reeducaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
referencia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
referencias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
referéndum,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
referéndums,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
reflejo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
reflejos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
reflexión,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
reflexiones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
reforma,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
reforma_constitucional,SUSTANTIVO,COMÚN,,
reforma_tributaria,SUSTANTIVO,COMÚN,,
reformas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
reforzamiento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
reforzamientos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
refuerzo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
refuerzos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
refugiado,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
refugiados,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
refugio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
refugios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
regadío,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
regadíos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
regalo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
regalos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
regazo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
regazos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
regeneración,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
regeneraciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
régimen,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
régimen_capitalista,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
régimen_democrático,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
régimen_disciplinario,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
régimen_económico,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
régimen_general_de_la_seguridad_social,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
régimen_jurídico,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
régimen_polótico,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
régimen_tributario,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
regímenes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
región,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
regiones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
registro,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
registro_de_datos,SUSTANTIVO,COMÚN,,
registros,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
regla,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
regla_de_oro,SUSTANTIVO,COMÚN,,
reglamentación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
reglamentaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
reglamento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
reglamentos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
reglas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
regresión,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
regresión_lineal,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
regresiones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
regreso,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
regresos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
regulación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
regulaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
regularidad,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
regularidades,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
reina,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
reinas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
reino,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
reino_animal,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
reinos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
reinserción_social,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
reivindicación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
reivindicaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
relación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
relación_bilateral,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
relación_de_dependencia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
relación_jurídica,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
relación_personal,SUSTANTIVO,COMÚN,,
relaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
relaciones_de_producción,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
relaciones_diplomáticas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
relaciones_humanas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
relato,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
relatos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
relevo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
relevos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
relieve,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
relieves,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
religión,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
religiones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
reliquia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
reliquias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
rellano,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rellanos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
reloj,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
relojes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
remedio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
remedios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
renacimiento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
renacimientos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
rencor,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rencores,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
rendija,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
rendijas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
rendimiento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rendimiento_escolar,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rendimientos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
renglón,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
renglones,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
renovación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
renovaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
renta,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
renta_variable,SUSTANTIVO,COMÚN,,
rentabilidad_económica,SUSTANTIVO,COMÚN,,
rentas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
renuncia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
renuncias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
reorganización,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
reorganizaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
reparación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
reparaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
reparo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
reparos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
repartimiento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
repartimientos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
reparto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
repartos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
repercusión,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
repercusiones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
repertorio,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
repertorios,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
repetición,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
repeticiones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
réplica,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
réplicas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
repoblación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
repoblaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
reportaje,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
reportajes,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
reposo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
reposos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
representación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
representación_diplomática,SUSTANTIVO,COMÚN,,
representación_gráfica,SUSTANTIVO,COMÚN,,
representación_legal,SUSTANTIVO,COMÚN,,
representación_proporcional,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
representaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
representante,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
representante_del_gobierno,SUSTANTIVO,COMÚN,,
representantes,SUSTANTIVO,COMÚN,COMÚN,PLURAL
represión,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
represiones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
reproducción,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
reproducción_asistida,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
reproducciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
reproductor_de_dvd,SUSTANTIVO,COMÚN,,
república,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
república_federal,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
repúblicas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
requisito,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
requisitos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
rescate,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
rescates,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
resentimiento,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
resentimientos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
reserva,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
reserva_de_la_biosfera,SUSTANTIVO,COMÚN,,
reserva_legal,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
reservas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
residencia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
residencia_habitual,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
residencia_oficial,SUSTANTIVO,COMÚN,,
residencias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
residente,SUSTANTIVO,COMÚN,COMÚN,SINGULAR
residentes,SUSTANTIVO,COMÚN,COMÚN,PLURAL
resignación,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
resignaciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
resina,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
resinas,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
resistencia,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
resistencia_de_materiales,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
resistencias,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
resolución,SUSTANTIVO,COMÚN,FEMENINO,SINGULAR
resolución_administrativa,SUSTANTIVO,COMÚN,,
resolución_impugnada,SUSTANTIVO,COMÚN,,
resoluciones,SUSTANTIVO,COMÚN,FEMENINO,PLURAL
respaldo,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
respaldos,SUSTANTIVO,COMÚN,MASCULINO,PLURAL
respecto,SUSTANTIVO,COMÚN,MASCULINO,SINGULAR
