PALABRA,CATEGORÍA,TERMINACIÓN,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
profijar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
profligar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
profundar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
profundizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
programar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
progresar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
prohibir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
prohijar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
proletarizar,VERBO,AR,,,,NORECONOCIDO
proliferar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
prolificar,VERBO,AR,,,,NORECONOCIDO
prolijear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
prologar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
prolongar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
promanar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
promediar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
promesar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
prometer,VERBO,ER,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
promiscuar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
promocionar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
promover,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
promulgar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
pronosticar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
pronunciar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
propagar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
propalar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
propasar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
propender,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
propiciar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
propinar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
proponer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
proporcionar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
propugnar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
propulsar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
prorratear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
prorrogar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
prorrumpir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
proscribir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
prosear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
proseguir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
prosificar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
prospectar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
prosperar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
prosternar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
prostituir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
prosuponer,VERBO,ER,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
protagonizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
proteger,VERBO,ER,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
protestar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
protocolar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
protocolizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
provagar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
provecer,VERBO,ER,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
provechar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
proveer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
provenir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
proverbiar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
providenciar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
provocar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
proyectar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
psicoanalizar,VERBO,AR,,,,NORECONOCIDO
puñar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
puar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
pubescer,VERBO,ER,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
publicar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
pudelar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
pudir,VERBO,IR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
pudrir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
puentear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
pugilar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
pugnar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
pujar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
pulimentar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
pulir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
pulsar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
pulsear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
pulular,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
pulverizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
punar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
punchar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
puncionar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
pungir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
punir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
puntar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
puntear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
puntisecar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
puntualizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
puntuar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
punzar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
purear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
purgar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
purificar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
purpurar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
purpurear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
putañear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
putear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
puyar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
quebrajar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
quebrantar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
quebrar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
quebrazar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
quedar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
quejar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
quejumbrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
quemar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
querellar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
querer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
querochar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
quesear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
quietar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
quilatar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
quilificar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
quillotrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
quimerear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
quimerizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
quimificar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
quinar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
quinchar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
quinolear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
quintaesenciar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
quintar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
quintuplicar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
quistar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
quitar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rabear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rabiar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rabiatar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rabilar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rabosear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rabotear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rachar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rachear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
racimar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
raciocinar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
racionalizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
racionar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
radiar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
radicalizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
radicar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
radiodifundir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
radiografiar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
radioteatralizar,VERBO,AR,,,,NORECONOCIDO
raer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rafear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rafezar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rahezar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
raigar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
rajar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
ralbar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
ralear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rallar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
ramalear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
ramificar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
ramonear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
ranchear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
ranciar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
ranear,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
rapantigar,VERBO,AR,,,,NORECONOCIDO
rapar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rapiñar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
raposear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
raptar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rapuzar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
raquear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rarear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rarefacer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rarificar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rasar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rascar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rascuñar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rasgar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rasguñar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rasguear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rasmillar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
raspahilar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
raspar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
raspear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rasquetear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rastillar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rastrallar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rastrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rastrear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rastrillar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rastrojar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rastrojear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rasurar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
ratear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
ratificar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
ratigar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
ratonar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rayar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
razar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
razonar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reír,VERBO,ÍR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reñir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reabastecer,VERBO,ER,,,,NORECONOCIDO
reabrir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reabsorber,VERBO,ER,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reaccionar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reacondicionar,VERBO,AR,,,,NORECONOCIDO
reactivar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reacuñar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
readmitir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reafirmar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reagilizar,VERBO,AR,,,,NORECONOCIDO
reagravar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reagrupar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reajustar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
realegrar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
realizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
realojar,VERBO,AR,,,,NORECONOCIDO
realquilar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
realzar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reamar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reanimar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reanudar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reaparecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reapretar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rearar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reargüir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rearmar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rearrancar,VERBO,AR,,,,NORECONOCIDO
reasegurar,VERBO,AR,,,,NORECONOCIDO
reasignar,VERBO,AR,,,,NORECONOCIDO
reasumir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reatar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reaventar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reavivar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rebañar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rebajar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rebalgar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rebalsar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rebanar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rebanear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rebasar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rebatar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
rebatir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rebautizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rebelar,VERBO,AR,REGULAR,REFLEXIVO,ACTUAL,RECONOCIDO
rebinar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rebitar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reblandecer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reblar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reboñar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rebobinar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rebombar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rebordear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rebosar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rebotar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rebozar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rebramar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rebrincar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rebrotar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rebudiar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rebufar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rebujar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rebullir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rebumbar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reburujar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rebuscar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rebutir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rebuznar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recabar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recabdar,VERBO,AR,REGULAR,NOREFLEXIVO,ANTIGUO,RECONOCIDO
recadar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recaer,VERBO,ER,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recalar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recalcar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recalcitrar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recaldar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recalendarizar,VERBO,AR,,,,NORECONOCIDO
recalentar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recalibrar,VERBO,AR,,,,NORECONOCIDO
recalzar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recamar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recambiar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recapacitar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recapitular,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recargar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recatalogar,VERBO,AR,,,,NORECONOCIDO
recatar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recatear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recatonear,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recauchar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recauchutar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recaudar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recavar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
receñir,VERBO,IR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recebar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recechar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recejar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recelar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recentar,VERBO,AR,IRREGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
receptar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recercar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recetar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rechazar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rechiflar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rechinar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rechistar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
rechizar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recibir,VERBO,IR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reciclar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recidivar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recinchar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reciprocar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
recitar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reclamar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
reclinar,VERBO,AR,REGULAR,NOREFLEXIVO,ACTUAL,RECONOCIDO
