PALABRA,CATEGORÍA,TIPO,GENERO,NUMERO
regímenes,NOMBRE,COMÚN,MASCULINO,PLURAL
región,NOMBRE,COMÚN,FEMENINO,SINGULAR
regiones,NOMBRE,COMÚN,FEMENINO,PLURAL
registro,NOMBRE,COMÚN,MASCULINO,SINGULAR
registro_de_datos,NOMBRE,COMÚN,,
registros,NOMBRE,COMÚN,MASCULINO,PLURAL
regla,NOMBRE,COMÚN,FEMENINO,SINGULAR
regla_de_oro,NOMBRE,COMÚN,,
reglamentación,NOMBRE,COMÚN,FEMENINO,SINGULAR
reglamentaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
reglamento,NOMBRE,COMÚN,MASCULINO,SINGULAR
reglamentos,NOMBRE,COMÚN,MASCULINO,PLURAL
reglas,NOMBRE,COMÚN,FEMENINO,PLURAL
regresión,NOMBRE,COMÚN,FEMENINO,SINGULAR
regresión_lineal,NOMBRE,COMÚN,FEMENINO,SINGULAR
regresiones,NOMBRE,COMÚN,FEMENINO,PLURAL
regreso,NOMBRE,COMÚN,MASCULINO,SINGULAR
regresos,NOMBRE,COMÚN,MASCULINO,PLURAL
regulación,NOMBRE,COMÚN,FEMENINO,SINGULAR
regulaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
regularidad,NOMBRE,COMÚN,FEMENINO,SINGULAR
regularidades,NOMBRE,COMÚN,FEMENINO,PLURAL
reina,NOMBRE,COMÚN,FEMENINO,SINGULAR
reinas,NOMBRE,COMÚN,FEMENINO,PLURAL
reino,NOMBRE,COMÚN,MASCULINO,SINGULAR
reino_animal,NOMBRE,COMÚN,MASCULINO,SINGULAR
reinos,NOMBRE,COMÚN,MASCULINO,PLURAL
reinserción_social,NOMBRE,COMÚN,MASCULINO,SINGULAR
reivindicación,NOMBRE,COMÚN,FEMENINO,SINGULAR
reivindicaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
relación,NOMBRE,COMÚN,FEMENINO,SINGULAR
relación_bilateral,NOMBRE,COMÚN,FEMENINO,SINGULAR
relación_de_dependencia,NOMBRE,COMÚN,FEMENINO,SINGULAR
relación_jurídica,NOMBRE,COMÚN,FEMENINO,SINGULAR
relación_personal,NOMBRE,COMÚN,,
relaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
relaciones_de_producción,NOMBRE,COMÚN,FEMENINO,PLURAL
relaciones_diplomáticas,NOMBRE,COMÚN,FEMENINO,PLURAL
relaciones_humanas,NOMBRE,COMÚN,FEMENINO,PLURAL
relato,NOMBRE,COMÚN,MASCULINO,SINGULAR
relatos,NOMBRE,COMÚN,MASCULINO,PLURAL
relevo,NOMBRE,COMÚN,MASCULINO,SINGULAR
relevos,NOMBRE,COMÚN,MASCULINO,PLURAL
relieve,NOMBRE,COMÚN,MASCULINO,SINGULAR
relieves,NOMBRE,COMÚN,MASCULINO,PLURAL
religión,NOMBRE,COMÚN,FEMENINO,SINGULAR
religiones,NOMBRE,COMÚN,FEMENINO,PLURAL
reliquia,NOMBRE,COMÚN,FEMENINO,SINGULAR
reliquias,NOMBRE,COMÚN,FEMENINO,PLURAL
rellano,NOMBRE,COMÚN,MASCULINO,SINGULAR
rellanos,NOMBRE,COMÚN,MASCULINO,PLURAL
reloj,NOMBRE,COMÚN,MASCULINO,SINGULAR
relojes,NOMBRE,COMÚN,MASCULINO,PLURAL
remedio,NOMBRE,COMÚN,MASCULINO,SINGULAR
remedios,NOMBRE,COMÚN,MASCULINO,PLURAL
renacimiento,NOMBRE,COMÚN,MASCULINO,SINGULAR
renacimientos,NOMBRE,COMÚN,MASCULINO,PLURAL
rencor,NOMBRE,COMÚN,MASCULINO,SINGULAR
rencores,NOMBRE,COMÚN,MASCULINO,PLURAL
rendija,NOMBRE,COMÚN,FEMENINO,SINGULAR
rendijas,NOMBRE,COMÚN,FEMENINO,PLURAL
rendimiento,NOMBRE,COMÚN,MASCULINO,SINGULAR
rendimiento_escolar,NOMBRE,COMÚN,MASCULINO,SINGULAR
rendimientos,NOMBRE,COMÚN,MASCULINO,PLURAL
renglón,NOMBRE,COMÚN,MASCULINO,SINGULAR
renglones,NOMBRE,COMÚN,MASCULINO,PLURAL
renovación,NOMBRE,COMÚN,FEMENINO,SINGULAR
renovaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
renta,NOMBRE,COMÚN,FEMENINO,SINGULAR
renta_variable,NOMBRE,COMÚN,,
rentabilidad_económica,NOMBRE,COMÚN,,
rentas,NOMBRE,COMÚN,FEMENINO,PLURAL
renuncia,NOMBRE,COMÚN,FEMENINO,SINGULAR
renuncias,NOMBRE,COMÚN,FEMENINO,PLURAL
reorganización,NOMBRE,COMÚN,FEMENINO,SINGULAR
reorganizaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
reparación,NOMBRE,COMÚN,FEMENINO,SINGULAR
reparaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
reparo,NOMBRE,COMÚN,MASCULINO,SINGULAR
reparos,NOMBRE,COMÚN,MASCULINO,PLURAL
repartimiento,NOMBRE,COMÚN,MASCULINO,SINGULAR
repartimientos,NOMBRE,COMÚN,MASCULINO,PLURAL
reparto,NOMBRE,COMÚN,MASCULINO,SINGULAR
repartos,NOMBRE,COMÚN,MASCULINO,PLURAL
repercusión,NOMBRE,COMÚN,FEMENINO,SINGULAR
repercusiones,NOMBRE,COMÚN,FEMENINO,PLURAL
repertorio,NOMBRE,COMÚN,MASCULINO,SINGULAR
repertorios,NOMBRE,COMÚN,MASCULINO,PLURAL
repetición,NOMBRE,COMÚN,FEMENINO,SINGULAR
repeticiones,NOMBRE,COMÚN,FEMENINO,PLURAL
réplica,NOMBRE,COMÚN,FEMENINO,SINGULAR
réplicas,NOMBRE,COMÚN,FEMENINO,PLURAL
repoblación,NOMBRE,COMÚN,FEMENINO,SINGULAR
repoblaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
reportaje,NOMBRE,COMÚN,MASCULINO,SINGULAR
reportajes,NOMBRE,COMÚN,MASCULINO,PLURAL
reposo,NOMBRE,COMÚN,MASCULINO,SINGULAR
reposos,NOMBRE,COMÚN,MASCULINO,PLURAL
representación,NOMBRE,COMÚN,FEMENINO,SINGULAR
representación_diplomática,NOMBRE,COMÚN,,
representación_gráfica,NOMBRE,COMÚN,,
representación_legal,NOMBRE,COMÚN,,
representación_proporcional,NOMBRE,COMÚN,FEMENINO,SINGULAR
representaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
representante,NOMBRE,COMÚN,COMÚN,SINGULAR
representante_del_gobierno,NOMBRE,COMÚN,,
representantes,NOMBRE,COMÚN,COMÚN,PLURAL
represión,NOMBRE,COMÚN,FEMENINO,SINGULAR
represiones,NOMBRE,COMÚN,FEMENINO,PLURAL
reproducción,NOMBRE,COMÚN,FEMENINO,SINGULAR
reproducción_asistida,NOMBRE,COMÚN,FEMENINO,SINGULAR
reproducciones,NOMBRE,COMÚN,FEMENINO,PLURAL
reproductor_de_dvd,NOMBRE,COMÚN,,
república,NOMBRE,COMÚN,FEMENINO,SINGULAR
república_federal,NOMBRE,COMÚN,FEMENINO,SINGULAR
repúblicas,NOMBRE,COMÚN,FEMENINO,PLURAL
requisito,NOMBRE,COMÚN,MASCULINO,SINGULAR
requisitos,NOMBRE,COMÚN,MASCULINO,PLURAL
rescate,NOMBRE,COMÚN,MASCULINO,SINGULAR
rescates,NOMBRE,COMÚN,MASCULINO,PLURAL
resentimiento,NOMBRE,COMÚN,MASCULINO,SINGULAR
resentimientos,NOMBRE,COMÚN,MASCULINO,PLURAL
reserva,NOMBRE,COMÚN,FEMENINO,SINGULAR
reserva_de_la_biosfera,NOMBRE,COMÚN,,
reserva_legal,NOMBRE,COMÚN,FEMENINO,SINGULAR
reservas,NOMBRE,COMÚN,FEMENINO,PLURAL
residencia,NOMBRE,COMÚN,FEMENINO,SINGULAR
residencia_habitual,NOMBRE,COMÚN,FEMENINO,SINGULAR
residencia_oficial,NOMBRE,COMÚN,,
residencias,NOMBRE,COMÚN,FEMENINO,PLURAL
residente,NOMBRE,COMÚN,COMÚN,SINGULAR
residentes,NOMBRE,COMÚN,COMÚN,PLURAL
resignación,NOMBRE,COMÚN,FEMENINO,SINGULAR
resignaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
resina,NOMBRE,COMÚN,FEMENINO,SINGULAR
resinas,NOMBRE,COMÚN,FEMENINO,PLURAL
resistencia,NOMBRE,COMÚN,FEMENINO,SINGULAR
resistencia_de_materiales,NOMBRE,COMÚN,FEMENINO,SINGULAR
resistencias,NOMBRE,COMÚN,FEMENINO,PLURAL
resolución,NOMBRE,COMÚN,FEMENINO,SINGULAR
resolución_administrativa,NOMBRE,COMÚN,,
resolución_impugnada,NOMBRE,COMÚN,,
resoluciones,NOMBRE,COMÚN,FEMENINO,PLURAL
respaldo,NOMBRE,COMÚN,MASCULINO,SINGULAR
respaldos,NOMBRE,COMÚN,MASCULINO,PLURAL
respecto,NOMBRE,COMÚN,MASCULINO,SINGULAR
respectos,NOMBRE,COMÚN,MASCULINO,PLURAL
respeto,NOMBRE,COMÚN,MASCULINO,SINGULAR
respetos,NOMBRE,COMÚN,MASCULINO,PLURAL
respiración,NOMBRE,COMÚN,FEMENINO,SINGULAR
respiraciones,NOMBRE,COMÚN,FEMENINO,PLURAL
respiro,NOMBRE,COMÚN,MASCULINO,SINGULAR
respiros,NOMBRE,COMÚN,MASCULINO,PLURAL
resplandor,NOMBRE,COMÚN,MASCULINO,SINGULAR
resplandores,NOMBRE,COMÚN,MASCULINO,PLURAL
responsabilidad,NOMBRE,COMÚN,FEMENINO,SINGULAR
responsabilidad_administrativa,NOMBRE,COMÚN,,
responsabilidad_civil,NOMBRE,COMÚN,,
responsabilidades,NOMBRE,COMÚN,FEMENINO,PLURAL
responsable,NOMBRE,COMÚN,COMÚN,SINGULAR
responsables,NOMBRE,COMÚN,COMÚN,PLURAL
respuesta,NOMBRE,COMÚN,FEMENINO,SINGULAR
respuestas,NOMBRE,COMÚN,FEMENINO,PLURAL
resquicio,NOMBRE,COMÚN,MASCULINO,SINGULAR
resquicios,NOMBRE,COMÚN,MASCULINO,PLURAL
restante,NOMBRE,COMÚN,MASCULINO,SINGULAR
restantes,NOMBRE,COMÚN,MASCULINO,PLURAL
restauración,NOMBRE,COMÚN,FEMENINO,SINGULAR
restauraciones,NOMBRE,COMÚN,FEMENINO,PLURAL
restaurante,NOMBRE,COMÚN,COMÚN,SINGULAR
restaurantes,NOMBRE,COMÚN,COMÚN,PLURAL
resto,NOMBRE,COMÚN,MASCULINO,SINGULAR
restos,NOMBRE,COMÚN,MASCULINO,PLURAL
restricción,NOMBRE,COMÚN,FEMENINO,SINGULAR
restricciones,NOMBRE,COMÚN,FEMENINO,PLURAL
resultado,NOMBRE,COMÚN,MASCULINO,SINGULAR
resultado_oficial,NOMBRE,COMÚN,,
resultados,NOMBRE,COMÚN,MASCULINO,PLURAL
resumen,NOMBRE,COMÚN,MASCULINO,SINGULAR
resúmenes,NOMBRE,COMÚN,MASCULINO,PLURAL
resurrección,NOMBRE,COMÚN,FEMENINO,SINGULAR
resurrecciones,NOMBRE,COMÚN,FEMENINO,PLURAL
retablo,NOMBRE,COMÚN,MASCULINO,SINGULAR
retablos,NOMBRE,COMÚN,MASCULINO,PLURAL
retina,NOMBRE,COMÚN,FEMENINO,SINGULAR
retinas,NOMBRE,COMÚN,FEMENINO,PLURAL
retirada,NOMBRE,COMÚN,FEMENINO,SINGULAR
retiradas,NOMBRE,COMÚN,FEMENINO,PLURAL
reto,NOMBRE,COMÚN,MASCULINO,SINGULAR
retoño,NOMBRE,COMÚN,MASCULINO,SINGULAR
retoños,NOMBRE,COMÚN,MASCULINO,PLURAL
retórica,NOMBRE,COMÚN,FEMENINO,SINGULAR
retóricas,NOMBRE,COMÚN,FEMENINO,PLURAL
retorno,NOMBRE,COMÚN,MASCULINO,SINGULAR
retornos,NOMBRE,COMÚN,MASCULINO,PLURAL
retos,NOMBRE,COMÚN,MASCULINO,PLURAL
retraso,NOMBRE,COMÚN,MASCULINO,SINGULAR
retraso_mental,NOMBRE,COMÚN,MASCULINO,SINGULAR
retrasos,NOMBRE,COMÚN,MASCULINO,PLURAL
retrato,NOMBRE,COMÚN,MASCULINO,SINGULAR
retratos,NOMBRE,COMÚN,MASCULINO,PLURAL
reunión,NOMBRE,COMÚN,FEMENINO,SINGULAR
reuniones,NOMBRE,COMÚN,FEMENINO,PLURAL
revelación,NOMBRE,COMÚN,FEMENINO,SINGULAR
revelaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
revés,NOMBRE,COMÚN,MASCULINO,SINGULAR
reveses,NOMBRE,COMÚN,MASCULINO,PLURAL
revisión,NOMBRE,COMÚN,FEMENINO,SINGULAR
revisiones,NOMBRE,COMÚN,FEMENINO,PLURAL
revista,NOMBRE,COMÚN,FEMENINO,SINGULAR
revistas,NOMBRE,COMÚN,FEMENINO,PLURAL
revolución,NOMBRE,COMÚN,FEMENINO,SINGULAR
revolución_cultural,NOMBRE,COMÚN,FEMENINO,SINGULAR
revolución_francesa,NOMBRE,COMÚN,FEMENINO,SINGULAR
revolución_socialista,NOMBRE,COMÚN,FEMENINO,SINGULAR
revoluciones,NOMBRE,COMÚN,FEMENINO,PLURAL
revólver,NOMBRE,COMÚN,MASCULINO,SINGULAR
revólveres,NOMBRE,COMÚN,MASCULINO,PLURAL
revuelta,NOMBRE,COMÚN,FEMENINO,SINGULAR
revueltas,NOMBRE,COMÚN,FEMENINO,PLURAL
rey,NOMBRE,COMÚN,MASCULINO,SINGULAR
reyes,NOMBRE,COMÚN,MASCULINO,PLURAL
rezo,NOMBRE,COMÚN,MASCULINO,SINGULAR
rezos,NOMBRE,COMÚN,MASCULINO,PLURAL
ribera,NOMBRE,COMÚN,FEMENINO,SINGULAR
riberas,NOMBRE,COMÚN,FEMENINO,PLURAL
rico,NOMBRE,COMÚN,MASCULINO,SINGULAR
ricos,NOMBRE,COMÚN,MASCULINO,PLURAL
ridículo,NOMBRE,COMÚN,MASCULINO,SINGULAR
ridículos,NOMBRE,COMÚN,MASCULINO,PLURAL
rienda,NOMBRE,COMÚN,FEMENINO,SINGULAR
riendas,NOMBRE,COMÚN,FEMENINO,PLURAL
riera,NOMBRE,COMÚN,FEMENINO,SINGULAR
rieras,NOMBRE,COMÚN,FEMENINO,PLURAL
riesgo,NOMBRE,COMÚN,MASCULINO,SINGULAR
riesgo_social,NOMBRE,COMÚN,,
riesgos,NOMBRE,COMÚN,MASCULINO,PLURAL
rigor,NOMBRE,COMÚN,MASCULINO,SINGULAR
rigor_científico,NOMBRE,COMÚN,MASCULINO,SINGULAR
rigores,NOMBRE,COMÚN,MASCULINO,PLURAL
rincón,NOMBRE,COMÚN,MASCULINO,SINGULAR
rincones,NOMBRE,COMÚN,MASCULINO,PLURAL
ringlera,NOMBRE,COMÚN,FEMENINO,SINGULAR
ringleras,NOMBRE,COMÚN,FEMENINO,PLURAL
río,NOMBRE,COMÚN,MASCULINO,SINGULAR
ríos,NOMBRE,COMÚN,MASCULINO,PLURAL
riqueza,NOMBRE,COMÚN,FEMENINO,SINGULAR
riquezas,NOMBRE,COMÚN,FEMENINO,PLURAL
risa,NOMBRE,COMÚN,FEMENINO,SINGULAR
risas,NOMBRE,COMÚN,FEMENINO,PLURAL
ritmo,NOMBRE,COMÚN,MASCULINO,SINGULAR
ritmo_cardiaco,NOMBRE,COMÚN,MASCULINO,SINGULAR
ritmo_de_trabajo,NOMBRE,COMÚN,MASCULINO,SINGULAR
ritmos,NOMBRE,COMÚN,MASCULINO,PLURAL
rito,NOMBRE,COMÚN,MASCULINO,SINGULAR
ritos,NOMBRE,COMÚN,MASCULINO,PLURAL
ritual,NOMBRE,COMÚN,MASCULINO,SINGULAR
rituales,NOMBRE,COMÚN,MASCULINO,PLURAL
rival,NOMBRE,COMÚN,COMÚN,SINGULAR
rivales,NOMBRE,COMÚN,COMÚN,PLURAL
roble,NOMBRE,COMÚN,MASCULINO,SINGULAR
robledal,NOMBRE,COMÚN,MASCULINO,SINGULAR
robledales,NOMBRE,COMÚN,MASCULINO,PLURAL
robles,NOMBRE,COMÚN,MASCULINO,PLURAL
robo,NOMBRE,COMÚN,MASCULINO,SINGULAR
robos,NOMBRE,COMÚN,MASCULINO,PLURAL
robot,NOMBRE,COMÚN,MASCULINO,SINGULAR
robots,NOMBRE,COMÚN,MASCULINO,PLURAL
roca,NOMBRE,COMÚN,FEMENINO,SINGULAR
rocas,NOMBRE,COMÚN,FEMENINO,PLURAL
roce,NOMBRE,COMÚN,MASCULINO,SINGULAR
roces,NOMBRE,COMÚN,MASCULINO,PLURAL
rocío,NOMBRE,COMÚN,MASCULINO,SINGULAR
rocíos,NOMBRE,COMÚN,MASCULINO,PLURAL
rock_and_roll,NOMBRE,COMÚN,MASCULINO,SINGULAR
rodilla,NOMBRE,COMÚN,FEMENINO,SINGULAR
rodillas,NOMBRE,COMÚN,FEMENINO,PLURAL
rojo,NOMBRE,COMÚN,MASCULINO,SINGULAR
rojos,NOMBRE,COMÚN,MASCULINO,PLURAL
role_playing,NOMBRE,COMÚN,MASCULINO,SINGULAR
rollo,NOMBRE,COMÚN,MASCULINO,SINGULAR
rollos,NOMBRE,COMÚN,MASCULINO,PLURAL
romance,NOMBRE,COMÚN,MASCULINO,SINGULAR
romances,NOMBRE,COMÚN,MASCULINO,PLURAL
romanización,NOMBRE,COMÚN,FEMENINO,SINGULAR
romanizaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
romano,NOMBRE,COMÚN,MASCULINO,SINGULAR
romanos,NOMBRE,COMÚN,MASCULINO,PLURAL
romero,NOMBRE,COMÚN,MASCULINO,SINGULAR
romeros,NOMBRE,COMÚN,MASCULINO,PLURAL
ropa,NOMBRE,COMÚN,FEMENINO,SINGULAR
ropas,NOMBRE,COMÚN,FEMENINO,PLURAL
rosa,NOMBRE,COMÚN,COMÚN,SINGULAR
rosa,NOMBRE,COMÚN,FEMENINO,SINGULAR
rosal,NOMBRE,COMÚN,MASCULINO,SINGULAR
rosales,NOMBRE,COMÚN,MASCULINO,PLURAL
rosario,NOMBRE,COMÚN,MASCULINO,SINGULAR
rosarios,NOMBRE,COMÚN,MASCULINO,PLURAL
rosas,NOMBRE,COMÚN,COMÚN,PLURAL
rosas,NOMBRE,COMÚN,FEMENINO,PLURAL
rostro,NOMBRE,COMÚN,MASCULINO,SINGULAR
rostros,NOMBRE,COMÚN,MASCULINO,PLURAL
roto,NOMBRE,COMÚN,MASCULINO,SINGULAR
rotos,NOMBRE,COMÚN,MASCULINO,PLURAL
ruanda,NOMBRE,COMÚN,MASCULINO,SINGULAR
ruandas,NOMBRE,COMÚN,MASCULINO,PLURAL
rubio,NOMBRE,COMÚN,MASCULINO,SINGULAR
rubios,NOMBRE,COMÚN,MASCULINO,PLURAL
rueda,NOMBRE,COMÚN,FEMENINO,SINGULAR
rueda,NOMBRE,COMÚN,MASCULINO,SINGULAR
ruedas,NOMBRE,COMÚN,FEMENINO,PLURAL
ruedas,NOMBRE,COMÚN,MASCULINO,PLURAL
ruido,NOMBRE,COMÚN,MASCULINO,SINGULAR
ruidos,NOMBRE,COMÚN,MASCULINO,PLURAL
ruina,NOMBRE,COMÚN,FEMENINO,SINGULAR
ruinas,NOMBRE,COMÚN,FEMENINO,PLURAL
rumbo,NOMBRE,COMÚN,MASCULINO,SINGULAR
rumbos,NOMBRE,COMÚN,MASCULINO,PLURAL
rumor,NOMBRE,COMÚN,MASCULINO,SINGULAR
rumores,NOMBRE,COMÚN,MASCULINO,PLURAL
ruptura,NOMBRE,COMÚN,FEMENINO,SINGULAR
rupturas,NOMBRE,COMÚN,FEMENINO,PLURAL
rusia,NOMBRE,COMÚN,FEMENINO,SINGULAR
rusias,NOMBRE,COMÚN,FEMENINO,PLURAL
ruso,NOMBRE,COMÚN,MASCULINO,SINGULAR
rusos,NOMBRE,COMÚN,MASCULINO,PLURAL
ruta,NOMBRE,COMÚN,FEMENINO,SINGULAR
rutas,NOMBRE,COMÚN,FEMENINO,PLURAL
rutina,NOMBRE,COMÚN,FEMENINO,SINGULAR
rutinas,NOMBRE,COMÚN,FEMENINO,PLURAL
s,NOMBRE,COMÚN,FEMENINO,SINGULAR
sábado,NOMBRE,COMÚN,MASCULINO,SINGULAR
sábado_santo,NOMBRE,COMÚN,MASCULINO,SINGULAR
sábados,NOMBRE,COMÚN,MASCULINO,PLURAL
sabana,NOMBRE,COMÚN,FEMENINO,SINGULAR
sábana,NOMBRE,COMÚN,FEMENINO,SINGULAR
sabanas,NOMBRE,COMÚN,FEMENINO,PLURAL
sábanas,NOMBRE,COMÚN,FEMENINO,PLURAL
saber,NOMBRE,COMÚN,MASCULINO,SINGULAR
saberes,NOMBRE,COMÚN,MASCULINO,PLURAL
sabiduría,NOMBRE,COMÚN,FEMENINO,SINGULAR
sabidurías,NOMBRE,COMÚN,FEMENINO,PLURAL
sabio,NOMBRE,COMÚN,MASCULINO,SINGULAR
sabios,NOMBRE,COMÚN,MASCULINO,PLURAL
sable,NOMBRE,COMÚN,MASCULINO,SINGULAR
sables,NOMBRE,COMÚN,MASCULINO,PLURAL
sabor,NOMBRE,COMÚN,MASCULINO,SINGULAR
sabores,NOMBRE,COMÚN,MASCULINO,PLURAL
sacerdote,NOMBRE,COMÚN,MASCULINO,SINGULAR
sacerdotes,NOMBRE,COMÚN,MASCULINO,PLURAL
saco,NOMBRE,COMÚN,MASCULINO,SINGULAR
sacos,NOMBRE,COMÚN,MASCULINO,PLURAL
sacramento,NOMBRE,COMÚN,MASCULINO,SINGULAR
sacramentos,NOMBRE,COMÚN,MASCULINO,PLURAL
sacrificio,NOMBRE,COMÚN,MASCULINO,SINGULAR
sacrificios,NOMBRE,COMÚN,MASCULINO,PLURAL
sagrada_familia,NOMBRE,COMÚN,MASCULINO,SINGULAR
sagrario,NOMBRE,COMÚN,MASCULINO,SINGULAR
sagrarios,NOMBRE,COMÚN,MASCULINO,PLURAL
sal,NOMBRE,COMÚN,FEMENINO,SINGULAR
sala,NOMBRE,COMÚN,FEMENINO,SINGULAR
sala_de_prensa,NOMBRE,COMÚN,,
salario,NOMBRE,COMÚN,MASCULINO,SINGULAR
salario_base,NOMBRE,COMÚN,,
salario_mínimo,NOMBRE,COMÚN,,
salarios,NOMBRE,COMÚN,MASCULINO,PLURAL
salas,NOMBRE,COMÚN,FEMENINO,PLURAL
sales,NOMBRE,COMÚN,FEMENINO,PLURAL
salida,NOMBRE,COMÚN,FEMENINO,SINGULAR
salidas,NOMBRE,COMÚN,FEMENINO,PLURAL
salón,NOMBRE,COMÚN,MASCULINO,SINGULAR
salón_de_plenos,NOMBRE,COMÚN,,
salones,NOMBRE,COMÚN,MASCULINO,PLURAL
salsa_de_tomate,NOMBRE,COMÚN,,
salto,NOMBRE,COMÚN,MASCULINO,SINGULAR
saltos,NOMBRE,COMÚN,MASCULINO,PLURAL
salud,NOMBRE,COMÚN,FEMENINO,SINGULAR
salud_ambiental,NOMBRE,COMÚN,FEMENINO,SINGULAR
salud_bucodental,NOMBRE,COMÚN,FEMENINO,SINGULAR
saludes,NOMBRE,COMÚN,FEMENINO,PLURAL
saludo,NOMBRE,COMÚN,MASCULINO,SINGULAR
saludos,NOMBRE,COMÚN,MASCULINO,PLURAL
salvación,NOMBRE,COMÚN,FEMENINO,SINGULAR
salvaciones,NOMBRE,COMÚN,FEMENINO,PLURAL
salvador,NOMBRE,COMÚN,MASCULINO,SINGULAR
salvadores,NOMBRE,COMÚN,MASCULINO,PLURAL
salvedad,NOMBRE,COMÚN,FEMENINO,SINGULAR
salvedades,NOMBRE,COMÚN,FEMENINO,PLURAL
sanción,NOMBRE,COMÚN,FEMENINO,SINGULAR
sanciones,NOMBRE,COMÚN,FEMENINO,PLURAL
sangre,NOMBRE,COMÚN,FEMENINO,SINGULAR
sangres,NOMBRE,COMÚN,FEMENINO,PLURAL
sanidad,NOMBRE,COMÚN,FEMENINO,SINGULAR
sanidades,NOMBRE,COMÚN,FEMENINO,PLURAL
santa_misa,NOMBRE,COMÚN,FEMENINO,SINGULAR
santísima_trinidad,NOMBRE,COMÚN,MASCULINO,SINGULAR
santísimo_sacramento,NOMBRE,COMÚN,MASCULINO,SINGULAR
santo,NOMBRE,COMÚN,MASCULINO,SINGULAR
santo_oficio,NOMBRE,COMÚN,MASCULINO,SINGULAR
santo_sepulcro,NOMBRE,COMÚN,MASCULINO,SINGULAR
santos,NOMBRE,COMÚN,MASCULINO,PLURAL
saque,NOMBRE,COMÚN,MASCULINO,SINGULAR
saques,NOMBRE,COMÚN,MASCULINO,PLURAL
sargento,NOMBRE,COMÚN,MASCULINO,SINGULAR
sargentos,NOMBRE,COMÚN,MASCULINO,PLURAL
satélite,NOMBRE,COMÚN,MASCULINO,SINGULAR
satélites,NOMBRE,COMÚN,MASCULINO,PLURAL
satisfacción,NOMBRE,COMÚN,FEMENINO,SINGULAR
satisfacciones,NOMBRE,COMÚN,FEMENINO,PLURAL
sauna,NOMBRE,COMÚN,FEMENINO,SINGULAR
saunas,NOMBRE,COMÚN,FEMENINO,PLURAL
secano,NOMBRE,COMÚN,MASCULINO,SINGULAR
secanos,NOMBRE,COMÚN,MASCULINO,PLURAL
sección,NOMBRE,COMÚN,FEMENINO,SINGULAR
secciones,NOMBRE,COMÚN,FEMENINO,PLURAL
secretaria,NOMBRE,COMÚN,FEMENINO,SINGULAR
secretaría,NOMBRE,COMÚN,FEMENINO,SINGULAR
secretaría_de_estado,NOMBRE,COMÚN,FEMENINO,SINGULAR
secretaría_de_gobierno,NOMBRE,COMÚN,FEMENINO,SINGULAR
secretaría_general,NOMBRE,COMÚN,FEMENINO,SINGULAR
secretarias,NOMBRE,COMÚN,FEMENINO,PLURAL
secretarías,NOMBRE,COMÚN,FEMENINO,PLURAL
secretario,NOMBRE,COMÚN,MASCULINO,SINGULAR
secretarios,NOMBRE,COMÚN,MASCULINO,PLURAL
secreto,NOMBRE,COMÚN,MASCULINO,SINGULAR
secretos,NOMBRE,COMÚN,MASCULINO,PLURAL
sector,NOMBRE,COMÚN,MASCULINO,SINGULAR
sector_agrario,NOMBRE,COMÚN,MASCULINO,SINGULAR
sector_agrícola,NOMBRE,COMÚN,MASCULINO,SINGULAR
sector_económico,NOMBRE,COMÚN,MASCULINO,SINGULAR
sector_turústico,NOMBRE,COMÚN,MASCULINO,SINGULAR
sectores,NOMBRE,COMÚN,MASCULINO,PLURAL
secuencia,NOMBRE,COMÚN,FEMENINO,SINGULAR
secuencias,NOMBRE,COMÚN,FEMENINO,PLURAL
sed,NOMBRE,COMÚN,FEMENINO,SINGULAR
seda,NOMBRE,COMÚN,FEMENINO,SINGULAR
sedante,NOMBRE,COMÚN,COMÚN,SINGULAR
sedantes,NOMBRE,COMÚN,COMÚN,PLURAL
sedas,NOMBRE,COMÚN,FEMENINO,PLURAL
sede,NOMBRE,COMÚN,FEMENINO,SINGULAR
sedes,NOMBRE,COMÚN,FEMENINO,PLURAL
sedimento,NOMBRE,COMÚN,MASCULINO,SINGULAR
sedimentos,NOMBRE,COMÚN,MASCULINO,PLURAL
seductor,NOMBRE,COMÚN,MASCULINO,SINGULAR
seductores,NOMBRE,COMÚN,MASCULINO,PLURAL
seguidor,NOMBRE,COMÚN,MASCULINO,SINGULAR
seguidores,NOMBRE,COMÚN,MASCULINO,PLURAL
segunda_guerra_mundial,NOMBRE,COMÚN,FEMENINO,SINGULAR
segunda_lengua,NOMBRE,COMÚN,,
segundo,NOMBRE,COMÚN,,
segundo,NOMBRE,COMÚN,MASCULINO,SINGULAR
segundos,NOMBRE,COMÚN,MASCULINO,PLURAL
seguridad,NOMBRE,COMÚN,FEMENINO,SINGULAR
