PALABRA,CATEGORÍA,TIPO,GENERO,NÚMERO,FUNCIÓN
rancios,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
rápida,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
rápidas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
rápido,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
rápidos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
rara,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
raras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
raro,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
raros,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
razonable,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
razonables,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
real,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
reales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
realista,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
realistas,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
rebelde,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
rebeldes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
rebuscada,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,PARTICIPIO
rebuscadas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,PARTICIPIO
rebuscado,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,PARTICIPIO
rebuscados,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,PARTICIPIO
reciente,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
recientes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
recíproca,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
recíprocas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
recíproco,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
recíprocos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
recta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
rectangular,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
rectangulares,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
rectas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
recto,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
rectos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
redactor,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
redactora,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
redactoras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
redactores,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
redonda,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
redondas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
redondo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
redondos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
referente,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
referentes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
refleja,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
reflejas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
reflejo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
reflejos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
regional,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
regionales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
regulador,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
reguladora,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
reguladoras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
reguladores,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
regular,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
regulares,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
relativa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
relativas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
relativo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
relativos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
relevante,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
relevantes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
religiosa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
religiosas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
religioso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
religiosos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
reluciente,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
relucientes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
remarcable,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
remarcables,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
remota,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
remotas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
remoto,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
remotos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
renovador,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
renovadora,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
renovadoras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
renovadores,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
rentable,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
rentables,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
repentina,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
repentinas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
repentino,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
repentinos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
repetida,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,PARTICIPIO
repetidas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,PARTICIPIO
repetido,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,PARTICIPIO
repetidos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,PARTICIPIO
repleta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
repletas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
repleto,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
repletos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
representativa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
representativas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
representativo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
representativos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
republicana,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
republicanas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
republicano,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
republicanos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
resistente,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
resistentes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
respectiva,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
respectivas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
respectivo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
respectivos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
respetable,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
respetables,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
respiratoria,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
respiratorias,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
respiratorio,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
respiratorios,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
responsable,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
responsables,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
restante,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
restantes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
resultante,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
resultantes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
retórica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
retóricas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
retórico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
retóricos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
revelador,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
reveladora,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
reveladoras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
reveladores,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
revolucionaria,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
revolucionarias,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
revolucionario,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
revolucionarios,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
rica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
ricas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
rico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
ricos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
ridícula,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
ridículas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
ridículo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
ridículos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
rígida,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
rígidas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
rígido,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
rígidos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
rigurosa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
rigurosas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
riguroso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
rigurosos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
ritual,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
rituales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
rocosa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
rocosas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
rocoso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
rocosos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
roja,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
rojas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
rojiza,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
rojizas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
rojizo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
rojizos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
rojo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
rojos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
roll_on,ADJETIVO,CALIFICATIVO,COMÚN,INVARIABLE,
romana,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
romanas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
románica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
románicas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
románico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
románicos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
romano,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
romanos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
romántica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
románticas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
romántico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
románticos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
ronca,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
roncas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
ronco,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
roncos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
rosa,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
rosada,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
rosadas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
rosado,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
rosados,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
rosas,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
rota,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,PARTICIPIO
rotas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,PARTICIPIO
roto,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,PARTICIPIO
rotos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,PARTICIPIO
rotunda,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
rotundas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
rotundo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
rotundos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
rubia,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
rubias,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
rubio,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
rubios,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
ruidosa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
ruidosas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
ruidoso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
ruidosos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
rural,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
rurales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
rusa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
rusas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
ruso,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
rusos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
rutinaria,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
rutinarias,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
rutinario,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
rutinarios,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sabia,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sabias,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sabio,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sabios,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sagrada,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sagradas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sagrado,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sagrados,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
salada,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,PARTICIPIO
saladas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,PARTICIPIO
salado,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,PARTICIPIO
salados,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,PARTICIPIO
salina,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
salinas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
salino,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
salinos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
salvaje,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
salvajes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
sana,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sanas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sangrienta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sangrientas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sangriento,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sangrientos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sanitaria,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sanitarias,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sanitario,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sanitarios,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sano,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sanos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
santa,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
santas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
santo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
santos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
satisfactoria,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
satisfactorias,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
satisfactorio,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
satisfactorios,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
seca,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
secas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
seco,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
secos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
secreta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
secretas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
secreto,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
secretos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
secular,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
seculares,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
secundaria,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
secundarias,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
secundario,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
secundarios,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sedimentaria,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sedimentarias,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sedimentario,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sedimentarios,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
seguida,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,PARTICIPIO
seguidas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,PARTICIPIO
seguido,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,PARTICIPIO
seguidos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,PARTICIPIO
segunda,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
segundas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
segundo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
segundos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
segura,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
seguras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
seguro,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
seguros,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
seisava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
seisavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
seisavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
seisavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
seiscientosava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
seiscientosavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
seiscientosavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
seiscientosavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
semanal,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
semanales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
semántica,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
semánticas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
semántico,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
semánticos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
semejante,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
semejantes,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
sencilla,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sencillas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sencillo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sencillos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sensata,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
sensatas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
sensato,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
sensatos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
sensible,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
sensibles,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
sensorial,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
sensoriales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
sentimental,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
sentimentales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
señor,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
señora,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
señoras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
señores,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
separada,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,PARTICIPIO
separadas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,PARTICIPIO
separado,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,PARTICIPIO
separados,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,PARTICIPIO
septentrional,ADJETIVO,CALIFICATIVO,COMÚN,SINGULAR,
septentrionales,ADJETIVO,CALIFICATIVO,COMÚN,PLURAL,
séptima,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
séptimas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
séptimo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
séptimos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
septingentésima,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
septingentésimas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
septingentésimo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
septingentésimos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
septuagésima,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
septuagésimas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
septuagésimo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
septuagesimoctava,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
septuagesimoctavas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
septuagesimoctavo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
septuagesimoctavos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
septuagesimocuarta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
septuagesimocuartas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
septuagesimocuarto,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
septuagesimocuartos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
septuagesimonona,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
septuagesimononas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
septuagesimonono,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
septuagesimononos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
septuagesimonovena,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
septuagesimonovenas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
septuagesimonoveno,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
septuagesimonovenos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
septuagesimoprimera,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
septuagesimoprimeras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
septuagesimoprimero,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
septuagesimoprimeros,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
septuagesimoquinta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
septuagesimoquintas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
septuagesimoquinto,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
septuagesimoquintos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
septuagésimos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
septuagesimosegunda,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
septuagesimosegundas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
septuagesimosegundo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
septuagesimosegundos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
septuagesimoséptima,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
septuagesimoséptimas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
septuagesimoséptimo,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
septuagesimoséptimos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
septuagesimosexta,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
septuagesimosextas,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
septuagesimosexto,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
septuagesimosextos,ADJETIVO,CALIFICATIVO,MASCULINO,PLURAL,
septuagesimotercera,ADJETIVO,CALIFICATIVO,FEMENINO,SINGULAR,
septuagesimoterceras,ADJETIVO,CALIFICATIVO,FEMENINO,PLURAL,
septuagesimotercero,ADJETIVO,CALIFICATIVO,MASCULINO,SINGULAR,
