PALABRA,CATEGORIA,TIPO,GENERO,NUMERO
promulgación_de_la_ley,NOMBRE,COMÚN,FEMENINO,INVARIABLE
pronombre,NOMBRE,COMÚN,MASCULINO,INVARIABLE
pronombres,NOMBRE,COMÚN,MASCULINO,INVARIABLE
pronto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
prontos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
pronunciación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
pronunciaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
propaganda,NOMBRE,COMÚN,FEMENINO,INVARIABLE
propagandas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
propiedad,NOMBRE,COMÚN,FEMENINO,INVARIABLE
propiedad_urbana,NOMBRE,COMÚN,FEMENINO,INVARIABLE
propiedades,NOMBRE,COMÚN,FEMENINO,INVARIABLE
propietario,NOMBRE,COMÚN,MASCULINO,INVARIABLE
propietarios,NOMBRE,COMÚN,MASCULINO,INVARIABLE
proporción,NOMBRE,COMÚN,FEMENINO,INVARIABLE
proporciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
proposición,NOMBRE,COMÚN,FEMENINO,INVARIABLE
proposición_de_ley,NOMBRE,COMÚN,FEMENINO,INVARIABLE
proposición_no_de_ley,NOMBRE,COMÚN,FEMENINO,INVARIABLE
proposiciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
propósito,NOMBRE,COMÚN,MASCULINO,INVARIABLE
propósitos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
propuesta,NOMBRE,COMÚN,FEMENINO,INVARIABLE
propuestas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
prosa,NOMBRE,COMÚN,FEMENINO,INVARIABLE
prosas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
prosperidad_económica,NOMBRE,COMÚN,FEMENINO,INVARIABLE
prostitución,NOMBRE,COMÚN,FEMENINO,INVARIABLE
prostituciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
protagonista,NOMBRE,COMÚN,COMÚN,INVARIABLE
protagonistas,NOMBRE,COMÚN,COMÚN,INVARIABLE
protección,NOMBRE,COMÚN,FEMENINO,INVARIABLE
protecciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
protector,NOMBRE,COMÚN,MASCULINO,INVARIABLE
protectores,NOMBRE,COMÚN,MASCULINO,INVARIABLE
proteína,NOMBRE,COMÚN,FEMENINO,INVARIABLE
proteínas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
protesta,NOMBRE,COMÚN,FEMENINO,INVARIABLE
protestas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
protocolo_de_kioto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
protocolo_tcp-ip,NOMBRE,COMÚN,FEMENINO,INVARIABLE
protocolo_tcp/ip,NOMBRE,COMÚN,FEMENINO,INVARIABLE
protón,NOMBRE,COMÚN,MASCULINO,INVARIABLE
protones,NOMBRE,COMÚN,MASCULINO,INVARIABLE
provecho,NOMBRE,COMÚN,MASCULINO,INVARIABLE
provechos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
proveimiento,NOMBRE,COMÚN,MASCULINO,INVARIABLE
proveimientos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
provincia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
provincias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
proximidad,NOMBRE,COMÚN,FEMENINO,INVARIABLE
proximidades,NOMBRE,COMÚN,FEMENINO,INVARIABLE
proyección,NOMBRE,COMÚN,FEMENINO,INVARIABLE
proyecciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
proyectil,NOMBRE,COMÚN,MASCULINO,INVARIABLE
proyectiles,NOMBRE,COMÚN,MASCULINO,INVARIABLE
proyecto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
proyecto_de_ley,NOMBRE,COMÚN,,
proyecto_empresarial,NOMBRE,COMÚN,,
proyectos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
prudencia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
prudencias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
prueba,NOMBRE,COMÚN,FEMENINO,INVARIABLE
prueba_documental,NOMBRE,COMÚN,,
pruebas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
psicoanálisis,NOMBRE,COMÚN,MASCULINO,INVARIABLE
psicología,NOMBRE,COMÚN,FEMENINO,INVARIABLE
psicología_aplicada,NOMBRE,COMÚN,FEMENINO,INVARIABLE
psicología_clínica,NOMBRE,COMÚN,FEMENINO,INVARIABLE
psicología_cognitiva,NOMBRE,COMÚN,FEMENINO,INVARIABLE
psicología_evolutiva,NOMBRE,COMÚN,FEMENINO,INVARIABLE
psicología_general,NOMBRE,COMÚN,FEMENINO,INVARIABLE
psicología_social,NOMBRE,COMÚN,FEMENINO,INVARIABLE
psicologías,NOMBRE,COMÚN,FEMENINO,INVARIABLE
psicólogo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
psicólogos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
psiquiatra,NOMBRE,COMÚN,COMÚN,INVARIABLE
psiquiatras,NOMBRE,COMÚN,COMÚN,INVARIABLE
psiquiatría,NOMBRE,COMÚN,FEMENINO,INVARIABLE
psiquiatrías,NOMBRE,COMÚN,FEMENINO,INVARIABLE
publicación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
publicaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
publicidad,NOMBRE,COMÚN,FEMENINO,INVARIABLE
publicidad_comercial,NOMBRE,COMÚN,FEMENINO,INVARIABLE
publicidades,NOMBRE,COMÚN,FEMENINO,INVARIABLE
público,NOMBRE,COMÚN,MASCULINO,INVARIABLE
públicos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
pudor,NOMBRE,COMÚN,MASCULINO,INVARIABLE
pudores,NOMBRE,COMÚN,MASCULINO,INVARIABLE
pueblo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
pueblos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
puente,NOMBRE,COMÚN,MASCULINO,INVARIABLE
puentes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
puerta,NOMBRE,COMÚN,FEMENINO,INVARIABLE
puertas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
puerto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
puertos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
puesta_en_servicio,NOMBRE,COMÚN,FEMENINO,INVARIABLE
puesto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
puestos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
pulgada,NOMBRE,COMÚN,,
pulgada,NOMBRE,COMÚN,FEMENINO,INVARIABLE
pulgada_agua,NOMBRE,COMÚN,,
pulgada_cuadrado,NOMBRE,COMÚN,,
pulgada_cúbico,NOMBRE,COMÚN,,
pulgada_de_agua,NOMBRE,COMÚN,,
pulgada_de_hg,NOMBRE,COMÚN,,
pulgada_hg,NOMBRE,COMÚN,,
pulgada_por_segundo_al_cuadrado,NOMBRE,COMÚN,,
pulgada_por_segundo_cuadrado,NOMBRE,COMÚN,,
pulgada_por_segundo_por_segundo,NOMBRE,COMÚN,,
pulgada_por_segundo_segundo,NOMBRE,COMÚN,,
pulgada_segundo_por_segundo,NOMBRE,COMÚN,,
pulgada_segundo_segundo,NOMBRE,COMÚN,,
pulgadas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
pulmón,NOMBRE,COMÚN,MASCULINO,INVARIABLE
pulmones,NOMBRE,COMÚN,MASCULINO,INVARIABLE
pulsión,NOMBRE,COMÚN,FEMENINO,INVARIABLE
pulsiones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
pulso,NOMBRE,COMÚN,MASCULINO,INVARIABLE
pulsos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
punta,NOMBRE,COMÚN,FEMENINO,INVARIABLE
puntas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
punto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
punto_crítico,NOMBRE,COMÚN,,
punto_de_cruz,NOMBRE,COMÚN,MASCULINO,INVARIABLE
punto_de_equilibrio,NOMBRE,COMÚN,MASCULINO,INVARIABLE
punto_de_partida,NOMBRE,COMÚN,MASCULINO,INVARIABLE
punto_de_referencia,NOMBRE,COMÚN,MASCULINO,INVARIABLE
punto_focal,NOMBRE,COMÚN,MASCULINO,INVARIABLE
puntos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
puntuación_media,NOMBRE,COMÚN,MASCULINO,INVARIABLE
puñado,NOMBRE,COMÚN,MASCULINO,INVARIABLE
puñados,NOMBRE,COMÚN,MASCULINO,INVARIABLE
puño,NOMBRE,COMÚN,MASCULINO,INVARIABLE
puños,NOMBRE,COMÚN,MASCULINO,INVARIABLE
pupila,NOMBRE,COMÚN,FEMENINO,INVARIABLE
pupilas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
q,NOMBRE,COMÚN,FEMENINO,INVARIABLE
quebrado,NOMBRE,COMÚN,MASCULINO,INVARIABLE
quebrados,NOMBRE,COMÚN,MASCULINO,INVARIABLE
quehacer,NOMBRE,COMÚN,MASCULINO,INVARIABLE
quehaceres,NOMBRE,COMÚN,MASCULINO,INVARIABLE
queja,NOMBRE,COMÚN,FEMENINO,INVARIABLE
quejas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
querencia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
querencias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
queso,NOMBRE,COMÚN,MASCULINO,INVARIABLE
queso_fresco,NOMBRE,COMÚN,,
quesos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
quijote,NOMBRE,COMÚN,MASCULINO,INVARIABLE
quijotes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
química_ambiental,NOMBRE,COMÚN,FEMENINO,INVARIABLE
química_general,NOMBRE,COMÚN,MASCULINO,INVARIABLE
química_industrial,NOMBRE,COMÚN,MASCULINO,INVARIABLE
quíntupla,NOMBRE,COMÚN,FEMENINO,INVARIABLE
quíntuplas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
quíntuple,NOMBRE,COMÚN,COMÚN,INVARIABLE
quíntuples,NOMBRE,COMÚN,COMÚN,INVARIABLE
quíntuplo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
quíntuplos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
rabia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
rabias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
rabo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
rabos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ración,NOMBRE,COMÚN,FEMENINO,INVARIABLE
racionalización,NOMBRE,COMÚN,FEMENINO,INVARIABLE
racionalizaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
raciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
radar,NOMBRE,COMÚN,MASCULINO,INVARIABLE
radares,NOMBRE,COMÚN,MASCULINO,INVARIABLE
radiación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
radiación_solar,NOMBRE,COMÚN,,
radiación_ultravioleta,NOMBRE,COMÚN,,
radiaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
radión,NOMBRE,COMÚN,MASCULINO,INVARIABLE
radión_por_segundo,NOMBRE,COMÚN,,
radianes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
radical,NOMBRE,COMÚN,MASCULINO,INVARIABLE
radicales,NOMBRE,COMÚN,MASCULINO,INVARIABLE
radio,NOMBRE,COMÚN,FEMENINO,INVARIABLE
radio,NOMBRE,COMÚN,MASCULINO,INVARIABLE
radios,NOMBRE,COMÚN,FEMENINO,INVARIABLE
radios,NOMBRE,COMÚN,MASCULINO,INVARIABLE
raíces,NOMBRE,COMÚN,FEMENINO,INVARIABLE
raíz,NOMBRE,COMÚN,FEMENINO,INVARIABLE
rama,NOMBRE,COMÚN,FEMENINO,INVARIABLE
ramas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
rambla,NOMBRE,COMÚN,FEMENINO,INVARIABLE
ramblas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
ramiro,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ramiros,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ramo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ramo_de_flores,NOMBRE,COMÚN,,
ramos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
rapideces,NOMBRE,COMÚN,FEMENINO,INVARIABLE
rapidez,NOMBRE,COMÚN,FEMENINO,INVARIABLE
rasgo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
rasgos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
rastro,NOMBRE,COMÚN,MASCULINO,INVARIABLE
rastros,NOMBRE,COMÚN,MASCULINO,INVARIABLE
rata,NOMBRE,COMÚN,FEMENINO,INVARIABLE
ratas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
rato,NOMBRE,COMÚN,MASCULINO,INVARIABLE
ratos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
raya,NOMBRE,COMÚN,FEMENINO,INVARIABLE
rayas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
rayo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
rayos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
rayos_x,NOMBRE,COMÚN,MASCULINO,INVARIABLE
raza,NOMBRE,COMÚN,FEMENINO,INVARIABLE
razas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
razón,NOMBRE,COMÚN,FEMENINO,INVARIABLE
razonamiento,NOMBRE,COMÚN,MASCULINO,INVARIABLE
razonamientos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
razones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
reacción,NOMBRE,COMÚN,FEMENINO,INVARIABLE
reacción_química,NOMBRE,COMÚN,,
reacciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
real_decreto_ley,NOMBRE,COMÚN,MASCULINO,INVARIABLE
realidad,NOMBRE,COMÚN,FEMENINO,INVARIABLE
realidades,NOMBRE,COMÚN,FEMENINO,INVARIABLE
realismo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
realismos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
realización,NOMBRE,COMÚN,FEMENINO,INVARIABLE
realizaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
rebaño,NOMBRE,COMÚN,MASCULINO,INVARIABLE
rebaños,NOMBRE,COMÚN,MASCULINO,INVARIABLE
rebelde,NOMBRE,COMÚN,COMÚN,INVARIABLE
rebeldes,NOMBRE,COMÚN,COMÚN,INVARIABLE
rebote,NOMBRE,COMÚN,MASCULINO,INVARIABLE
rebotes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
rebufo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
rebufos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
recado,NOMBRE,COMÚN,MASCULINO,INVARIABLE
recados,NOMBRE,COMÚN,MASCULINO,INVARIABLE
recámara,NOMBRE,COMÚN,FEMENINO,INVARIABLE
recámaras,NOMBRE,COMÚN,FEMENINO,INVARIABLE
recaudación_de_impuestos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
recelo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
recelos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
recepción,NOMBRE,COMÚN,FEMENINO,INVARIABLE
recepciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
receptor,NOMBRE,COMÚN,MASCULINO,INVARIABLE
receptores,NOMBRE,COMÚN,MASCULINO,INVARIABLE
recesión,NOMBRE,COMÚN,FEMENINO,INVARIABLE
recesiones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
rechazo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
rechazos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
recibidor,NOMBRE,COMÚN,MASCULINO,INVARIABLE
recibidores,NOMBRE,COMÚN,MASCULINO,INVARIABLE
recibo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
recibos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
recinto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
recintos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
reciprocidad,NOMBRE,COMÚN,FEMENINO,INVARIABLE
reciprocidades,NOMBRE,COMÚN,FEMENINO,INVARIABLE
reconocimiento,NOMBRE,COMÚN,MASCULINO,INVARIABLE
reconocimiento_de_voz,NOMBRE,COMÚN,MASCULINO,INVARIABLE
reconocimientos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
reconquista,NOMBRE,COMÚN,FEMENINO,INVARIABLE
reconquistas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
reconstrucción,NOMBRE,COMÚN,FEMENINO,INVARIABLE
reconstrucciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
recorrido,NOMBRE,COMÚN,MASCULINO,INVARIABLE
recorridos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
recorte,NOMBRE,COMÚN,MASCULINO,INVARIABLE
recortes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
rectángulo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
rectángulos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
recubrimiento,NOMBRE,COMÚN,MASCULINO,INVARIABLE
recubrimientos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
recuerdo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
recuerdos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
recuperación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
recuperaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
recurso,NOMBRE,COMÚN,MASCULINO,INVARIABLE
recurso_administrativo,NOMBRE,COMÚN,,
recursos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
recursos_hídricos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
recursos_públicos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
red,NOMBRE,COMÚN,FEMENINO,INVARIABLE
red_de_datos,NOMBRE,COMÚN,FEMENINO,INVARIABLE
red_de_relaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
red_ethernet,NOMBRE,COMÚN,FEMENINO,INVARIABLE
red_informática,NOMBRE,COMÚN,FEMENINO,INVARIABLE
red_privada,NOMBRE,COMÚN,FEMENINO,INVARIABLE
red_pública,NOMBRE,COMÚN,FEMENINO,INVARIABLE
red_telefónica,NOMBRE,COMÚN,FEMENINO,INVARIABLE
redacción,NOMBRE,COMÚN,FEMENINO,INVARIABLE
redacciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
redención,NOMBRE,COMÚN,FEMENINO,INVARIABLE
redenciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
redes,NOMBRE,COMÚN,FEMENINO,INVARIABLE
redondel,NOMBRE,COMÚN,MASCULINO,INVARIABLE
redondeles,NOMBRE,COMÚN,MASCULINO,INVARIABLE
reducción,NOMBRE,COMÚN,FEMENINO,INVARIABLE
reducción_de_jornada,NOMBRE,COMÚN,FEMENINO,INVARIABLE
reducción_de_la_jornada,NOMBRE,COMÚN,FEMENINO,INVARIABLE
reducciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
reeducación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
reeducaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
referencia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
referencias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
referéndum,NOMBRE,COMÚN,MASCULINO,INVARIABLE
referéndums,NOMBRE,COMÚN,MASCULINO,INVARIABLE
reflejo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
reflejos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
reflexión,NOMBRE,COMÚN,FEMENINO,INVARIABLE
reflexiones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
reforma,NOMBRE,COMÚN,FEMENINO,INVARIABLE
reforma_constitucional,NOMBRE,COMÚN,,
reforma_tributaria,NOMBRE,COMÚN,,
reformas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
reforzamiento,NOMBRE,COMÚN,MASCULINO,INVARIABLE
reforzamientos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
refuerzo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
refuerzos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
refugiado,NOMBRE,COMÚN,MASCULINO,INVARIABLE
refugiados,NOMBRE,COMÚN,MASCULINO,INVARIABLE
refugio,NOMBRE,COMÚN,MASCULINO,INVARIABLE
refugios,NOMBRE,COMÚN,MASCULINO,INVARIABLE
regadío,NOMBRE,COMÚN,MASCULINO,INVARIABLE
regadíos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
regalo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
regalos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
regazo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
regazos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
regeneración,NOMBRE,COMÚN,FEMENINO,INVARIABLE
regeneraciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
régimen,NOMBRE,COMÚN,MASCULINO,INVARIABLE
régimen_capitalista,NOMBRE,COMÚN,MASCULINO,INVARIABLE
régimen_democrático,NOMBRE,COMÚN,MASCULINO,INVARIABLE
régimen_disciplinario,NOMBRE,COMÚN,MASCULINO,INVARIABLE
régimen_económico,NOMBRE,COMÚN,MASCULINO,INVARIABLE
régimen_general_de_la_seguridad_social,NOMBRE,COMÚN,MASCULINO,INVARIABLE
régimen_jurídico,NOMBRE,COMÚN,MASCULINO,INVARIABLE
régimen_polótico,NOMBRE,COMÚN,MASCULINO,INVARIABLE
régimen_tributario,NOMBRE,COMÚN,MASCULINO,INVARIABLE
regímenes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
región,NOMBRE,COMÚN,FEMENINO,INVARIABLE
regiones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
registro,NOMBRE,COMÚN,MASCULINO,INVARIABLE
registro_de_datos,NOMBRE,COMÚN,,
registros,NOMBRE,COMÚN,MASCULINO,INVARIABLE
regla,NOMBRE,COMÚN,FEMENINO,INVARIABLE
regla_de_oro,NOMBRE,COMÚN,,
reglamentación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
reglamentaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
reglamento,NOMBRE,COMÚN,MASCULINO,INVARIABLE
reglamentos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
reglas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
regresión,NOMBRE,COMÚN,FEMENINO,INVARIABLE
regresión_lineal,NOMBRE,COMÚN,FEMENINO,INVARIABLE
regresiones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
regreso,NOMBRE,COMÚN,MASCULINO,INVARIABLE
regresos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
regulación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
regulaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
regularidad,NOMBRE,COMÚN,FEMENINO,INVARIABLE
regularidades,NOMBRE,COMÚN,FEMENINO,INVARIABLE
reina,NOMBRE,COMÚN,FEMENINO,INVARIABLE
reinas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
reino,NOMBRE,COMÚN,MASCULINO,INVARIABLE
reino_animal,NOMBRE,COMÚN,MASCULINO,INVARIABLE
reinos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
reinserción_social,NOMBRE,COMÚN,MASCULINO,INVARIABLE
reivindicación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
reivindicaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
relación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
relación_bilateral,NOMBRE,COMÚN,FEMENINO,INVARIABLE
relación_de_dependencia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
relación_jurídica,NOMBRE,COMÚN,FEMENINO,INVARIABLE
relación_personal,NOMBRE,COMÚN,,
relaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
relaciones_de_producción,NOMBRE,COMÚN,FEMENINO,INVARIABLE
relaciones_diplomáticas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
relaciones_humanas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
relato,NOMBRE,COMÚN,MASCULINO,INVARIABLE
relatos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
relevo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
relevos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
relieve,NOMBRE,COMÚN,MASCULINO,INVARIABLE
relieves,NOMBRE,COMÚN,MASCULINO,INVARIABLE
religión,NOMBRE,COMÚN,FEMENINO,INVARIABLE
religiones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
reliquia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
reliquias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
rellano,NOMBRE,COMÚN,MASCULINO,INVARIABLE
rellanos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
reloj,NOMBRE,COMÚN,MASCULINO,INVARIABLE
relojes,NOMBRE,COMÚN,MASCULINO,INVARIABLE
remedio,NOMBRE,COMÚN,MASCULINO,INVARIABLE
remedios,NOMBRE,COMÚN,MASCULINO,INVARIABLE
renacimiento,NOMBRE,COMÚN,MASCULINO,INVARIABLE
renacimientos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
rencor,NOMBRE,COMÚN,MASCULINO,INVARIABLE
rencores,NOMBRE,COMÚN,MASCULINO,INVARIABLE
rendija,NOMBRE,COMÚN,FEMENINO,INVARIABLE
rendijas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
rendimiento,NOMBRE,COMÚN,MASCULINO,INVARIABLE
rendimiento_escolar,NOMBRE,COMÚN,MASCULINO,INVARIABLE
rendimientos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
renglón,NOMBRE,COMÚN,MASCULINO,INVARIABLE
renglones,NOMBRE,COMÚN,MASCULINO,INVARIABLE
renovación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
renovaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
renta,NOMBRE,COMÚN,FEMENINO,INVARIABLE
renta_variable,NOMBRE,COMÚN,,
rentabilidad_económica,NOMBRE,COMÚN,,
rentas,NOMBRE,COMÚN,FEMENINO,INVARIABLE
renuncia,NOMBRE,COMÚN,FEMENINO,INVARIABLE
renuncias,NOMBRE,COMÚN,FEMENINO,INVARIABLE
reorganización,NOMBRE,COMÚN,FEMENINO,INVARIABLE
reorganizaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
reparación,NOMBRE,COMÚN,FEMENINO,INVARIABLE
reparaciones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
reparo,NOMBRE,COMÚN,MASCULINO,INVARIABLE
reparos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
repartimiento,NOMBRE,COMÚN,MASCULINO,INVARIABLE
repartimientos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
reparto,NOMBRE,COMÚN,MASCULINO,INVARIABLE
repartos,NOMBRE,COMÚN,MASCULINO,INVARIABLE
repercusión,NOMBRE,COMÚN,FEMENINO,INVARIABLE
repercusiones,NOMBRE,COMÚN,FEMENINO,INVARIABLE
repertorio,NOMBRE,COMÚN,MASCULINO,INVARIABLE
repertorios,NOMBRE,COMÚN,MASCULINO,INVARIABLE
repetición,NOMBRE,COMÚN,FEMENINO,INVARIABLE
